data,create_time
"{""TMP"":[1770],""HR"":[7419],""PRS"":[101500],""FX"":[6],""DO"":[13660],""wTMP"":[1630],""wPH"":[590],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:31:06.508345+08
"{""TMP"":[1779],""HR"":[7410],""PRS"":[101500],""FX"":[6],""DO"":[13668],""wTMP"":[1630],""wPH"":[680],""WL"":[269],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:30:03.69886+08
"{""TMP"":[1779],""HR"":[7400],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1630],""wPH"":[817],""WL"":[628],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:28:27.569348+08
"{""TMP"":[1779],""HR"":[7400],""PRS"":[101600],""FX"":[6],""DO"":[13665],""wTMP"":[1620],""wPH"":[823],""WL"":[625],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:27:24.710497+08
"{""TMP"":[1779],""HR"":[7390],""PRS"":[101500],""FX"":[6],""DO"":[13665],""wTMP"":[1630],""wPH"":[811],""WL"":[693],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:26:22.026114+08
"{""TMP"":[1779],""HR"":[7369],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1630],""wPH"":[843],""WL"":[652],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:25:18.951975+08
"{""TMP"":[1779],""HR"":[7380],""PRS"":[101500],""FX"":[6],""DO"":[13665],""wTMP"":[1630],""wPH"":[860],""WL"":[755],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:24:16.077268+08
"{""TMP"":[1779],""HR"":[7360],""PRS"":[101500],""FX"":[6],""DO"":[13611],""wTMP"":[1620],""wPH"":[912],""WL"":[853],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:23:13.254574+08
"{""TMP"":[1779],""HR"":[7360],""PRS"":[101500],""FX"":[6],""DO"":[13667],""wTMP"":[1620],""wPH"":[902],""WL"":[856],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:22:10.383431+08
"{""TMP"":[1790],""HR"":[7340],""PRS"":[101500],""FX"":[5],""DO"":[13609],""wTMP"":[1630],""wPH"":[951],""WL"":[874],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:21:07.47856+08
"{""TMP"":[1790],""HR"":[7340],""PRS"":[101600],""FX"":[6],""DO"":[13612],""wTMP"":[1630],""wPH"":[1029],""WL"":[813],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:20:04.581517+08
"{""TMP"":[1790],""HR"":[7319],""PRS"":[101400],""FX"":[6],""DO"":[13664],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:19:01.864327+08
"{""TMP"":[1800],""HR"":[7319],""PRS"":[101500],""FX"":[6],""DO"":[13610],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:17:58.782464+08
"{""TMP"":[1800],""HR"":[7300],""PRS"":[101600],""FX"":[6],""DO"":[13617],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:16:55.850281+08
"{""TMP"":[1800],""HR"":[7290],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:15:52.900851+08
"{""TMP"":[1800],""HR"":[7250],""PRS"":[101500],""FX"":[5],""DO"":[13616],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:14:49.987231+08
"{""TMP"":[1810],""HR"":[7230],""PRS"":[101400],""FX"":[6],""DO"":[13611],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:13:47.05295+08
"{""TMP"":[1810],""HR"":[7210],""PRS"":[101500],""FX"":[6],""DO"":[13560],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:12:44.129803+08
"{""TMP"":[1810],""HR"":[7160],""PRS"":[101500],""FX"":[5],""DO"":[13610],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:11:41.205274+08
"{""TMP"":[1820],""HR"":[7140],""PRS"":[101500],""FX"":[6],""DO"":[13610],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:10:38.292723+08
"{""TMP"":[1840],""HR"":[7130],""PRS"":[101500],""FX"":[6],""DO"":[13664],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:09:35.380834+08
"{""TMP"":[1860],""HR"":[7100],""PRS"":[101500],""FX"":[6],""DO"":[13609],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:08:32.465544+08
"{""TMP"":[1870],""HR"":[7080],""PRS"":[101500],""FX"":[6],""DO"":[13614],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:07:29.554672+08
"{""TMP"":[1890],""HR"":[7110],""PRS"":[101500],""FX"":[6],""DO"":[13669],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:06:26.654341+08
"{""TMP"":[1890],""HR"":[7090],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1630],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:05:23.749344+08
"{""TMP"":[1900],""HR"":[7110],""PRS"":[101500],""FX"":[6],""DO"":[13717],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:04:20.87235+08
"{""TMP"":[1879],""HR"":[7130],""PRS"":[101500],""FX"":[6],""DO"":[13611],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:03:17.970124+08
"{""TMP"":[1879],""HR"":[7119],""PRS"":[101500],""FX"":[6],""DO"":[13666],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:02:15.088833+08
"{""TMP"":[1890],""HR"":[7130],""PRS"":[101500],""FX"":[6],""DO"":[13661],""wTMP"":[1600],""wPH"":[644],""WL"":[30],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:01:12.203549+08
"{""TMP"":[1879],""HR"":[7110],""PRS"":[101600],""FX"":[6],""DO"":[13560],""wTMP"":[1610],""wPH"":[572],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 16:00:09.359334+08
"{""TMP"":[1870],""HR"":[7140],""PRS"":[101500],""FX"":[6],""DO"":[13672],""wTMP"":[1620],""wPH"":[606],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:59:06.506155+08
"{""TMP"":[1860],""HR"":[7130],""PRS"":[101500],""FX"":[6],""DO"":[13561],""wTMP"":[1610],""wPH"":[608],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:58:03.676405+08
"{""TMP"":[1860],""HR"":[7180],""PRS"":[101500],""FX"":[6],""DO"":[13669],""wTMP"":[1620],""wPH"":[639],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:57:00.866697+08
"{""TMP"":[1850],""HR"":[7210],""PRS"":[101500],""FX"":[6],""DO"":[13613],""wTMP"":[1610],""wPH"":[632],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:55:57.998903+08
"{""TMP"":[1829],""HR"":[7200],""PRS"":[101500],""FX"":[6],""DO"":[13616],""wTMP"":[1600],""wPH"":[639],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:54:55.185829+08
"{""TMP"":[1820],""HR"":[7180],""PRS"":[101500],""FX"":[5],""DO"":[13665],""wTMP"":[1620],""wPH"":[641],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:53:52.353951+08
"{""TMP"":[1820],""HR"":[7210],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1620],""wPH"":[605],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:52:49.495134+08
"{""TMP"":[1820],""HR"":[7190],""PRS"":[101500],""FX"":[6],""DO"":[13663],""wTMP"":[1600],""wPH"":[611],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:51:46.66861+08
"{""TMP"":[1820],""HR"":[7190],""PRS"":[101500],""FX"":[6],""DO"":[13665],""wTMP"":[1620],""wPH"":[504],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:50:43.771311+08
"{""TMP"":[1810],""HR"":[7200],""PRS"":[101600],""FX"":[6],""DO"":[13559],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:49:40.907627+08
"{""TMP"":[1810],""HR"":[7190],""PRS"":[101500],""FX"":[6],""DO"":[13670],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:48:38.037827+08
"{""TMP"":[1810],""HR"":[7180],""PRS"":[101500],""FX"":[6],""DO"":[13611],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:47:35.144433+08
"{""TMP"":[1810],""HR"":[7190],""PRS"":[101500],""FX"":[6],""DO"":[13611],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:46:32.254565+08
"{""TMP"":[1810],""HR"":[7180],""PRS"":[101500],""FX"":[6],""DO"":[13613],""wTMP"":[1600],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:45:29.36797+08
"{""TMP"":[1800],""HR"":[7180],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:44:26.475653+08
"{""TMP"":[1810],""HR"":[7190],""PRS"":[101500],""FX"":[6],""DO"":[13668],""wTMP"":[1600],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:43:23.744991+08
"{""TMP"":[1810],""HR"":[7190],""PRS"":[101500],""FX"":[6],""DO"":[13560],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:42:20.693996+08
"{""TMP"":[1810],""HR"":[7230],""PRS"":[101500],""FX"":[6],""DO"":[13615],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:41:17.825202+08
"{""TMP"":[1810],""HR"":[7190],""PRS"":[101500],""FX"":[5],""DO"":[13616],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:40:14.947794+08
"{""TMP"":[1800],""HR"":[7169],""PRS"":[101500],""FX"":[5],""DO"":[13669],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:39:12.059208+08
"{""TMP"":[1810],""HR"":[7169],""PRS"":[101500],""FX"":[5],""DO"":[13671],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:38:09.169916+08
"{""TMP"":[1810],""HR"":[7169],""PRS"":[101600],""FX"":[5],""DO"":[13605],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:37:06.308868+08
"{""TMP"":[1810],""HR"":[7140],""PRS"":[101500],""FX"":[6],""DO"":[13665],""wTMP"":[1600],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:36:03.423794+08
"{""TMP"":[1820],""HR"":[7160],""PRS"":[101600],""FX"":[5],""DO"":[13613],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:35:00.544667+08
"{""TMP"":[1820],""HR"":[7160],""PRS"":[101500],""FX"":[5],""DO"":[13717],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:33:57.694876+08
"{""TMP"":[1829],""HR"":[7169],""PRS"":[101500],""FX"":[6],""DO"":[13612],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:32:54.837136+08
"{""TMP"":[1820],""HR"":[7160],""PRS"":[101500],""FX"":[6],""DO"":[13616],""wTMP"":[1610],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:31:52.008253+08
"{""TMP"":[1820],""HR"":[7160],""PRS"":[101500],""FX"":[6],""DO"":[13670],""wTMP"":[1590],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:30:49.206588+08
"{""TMP"":[1820],""HR"":[7150],""PRS"":[101600],""FX"":[6],""DO"":[13612],""wTMP"":[1620],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 15:29:46.439438+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[40544],""wTMP"":[1850],""wPH"":[720],""WL"":[1192],""wEC"":[177],""WD"":[3752],""JD"":[12201]}",8/11/2023 11:42:24.207209+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[38811],""wTMP"":[1880],""WL"":[1192],""wEC"":[320],""WD"":[3752],""JD"":[12201]}",8/11/2023 11:36:20.158527+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33971],""wTMP"":[1600],""wPH"":[729],""WL"":[1192],""wEC"":[624],""WD"":[3752],""JD"":[12201]}",8/11/2023 09:07:51.448695+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33597],""wTMP"":[1580],""wPH"":[730],""WL"":[1192],""wEC"":[627],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:57:48.26189+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33352],""wTMP"":[1550],""wPH"":[731],""WL"":[1192],""wEC"":[608],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:47:44.857137+08
"{""TMP"":[1500],""HR"":[7660],""PRS"":[101800],""FX"":[5],""DO"":[13622],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:43:36.382021+08
"{""TMP"":[1490],""HR"":[7660],""PRS"":[101900],""FX"":[6],""DO"":[13567],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:42:33.296154+08
"{""TMP"":[1490],""HR"":[7640],""PRS"":[101800],""FX"":[6],""DO"":[13625],""wTMP"":[1550],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:41:30.220452+08
"{""TMP"":[1490],""HR"":[7660],""PRS"":[101900],""FX"":[6],""DO"":[13576],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:40:27.080293+08
"{""TMP"":[1490],""HR"":[7640],""PRS"":[101900],""FX"":[6],""DO"":[13573],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:39:23.96092+08
"{""TMP"":[1500],""HR"":[7700],""PRS"":[101800],""FX"":[6],""DO"":[13625],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:38:20.846744+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33555],""wTMP"":[1530],""wPH"":[732],""WL"":[1192],""wEC"":[727],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:37:42.100224+08
"{""TMP"":[1480],""HR"":[7680],""PRS"":[101800],""FX"":[6],""DO"":[13627],""wTMP"":[1550],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:37:17.741463+08
"{""TMP"":[1470],""HR"":[7660],""PRS"":[101900],""FX"":[6],""DO"":[13629],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:36:14.572559+08
"{""TMP"":[1480],""HR"":[7669],""PRS"":[101800],""FX"":[6],""DO"":[13630],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:35:11.41869+08
"{""TMP"":[1480],""HR"":[7730],""PRS"":[101900],""FX"":[6],""DO"":[13629],""wTMP"":[1530],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:34:08.148598+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33855],""wTMP"":[1530],""wPH"":[732],""WL"":[1192],""wEC"":[683],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:27:38.882717+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33877],""wTMP"":[1500],""wPH"":[734],""WL"":[550],""wEC"":[720],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:17:35.782761+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[33374],""wTMP"":[1470],""wPH"":[735],""WL"":[934],""wEC"":[744],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:07:32.51579+08
"{""TMP"":[1420],""HR"":[7780],""PRS"":[101900],""FX"":[6],""DO"":[13573],""wTMP"":[1550],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:03:58.564695+08
"{""TMP"":[1420],""HR"":[7790],""PRS"":[101900],""FX"":[6],""DO"":[13623],""wTMP"":[1550],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:02:55.4633+08
"{""TMP"":[1410],""HR"":[7780],""PRS"":[101900],""FX"":[6],""DO"":[13575],""wTMP"":[1550],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:01:52.390331+08
"{""TMP"":[1410],""HR"":[7800],""PRS"":[101900],""FX"":[6],""DO"":[13629],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 08:00:49.25965+08
"{""TMP"":[1410],""HR"":[7810],""PRS"":[101800],""FX"":[6],""DO"":[13575],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 07:59:46.109271+08
"{""TMP"":[1410],""HR"":[7790],""PRS"":[101800],""FX"":[6],""DO"":[13627],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",8/11/2023 07:58:42.84495+08
"{""TMP"":[0],""HR"":[0],""PRS"":[0],""FS"":[0],""FX"":[7],""DO"":[32241],""wTMP"":[1430],""wPH"":[737],""WL"":[0],""wEC"":[764],""WD"":[3752],""JD"":[12201]}",8/11/2023 07:57:31.574779+08
"{""TMP"":[1070],""HR"":[7250],""PRS"":[102300],""FX"":[6],""DO"":[13576],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:57:53.531818+08
"{""TMP"":[1070],""HR"":[7269],""PRS"":[102300],""FX"":[6],""DO"":[13627],""wTMP"":[1530],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:56:50.370988+08
"{""TMP"":[1090],""HR"":[7350],""PRS"":[102400],""FX"":[6],""DO"":[13634],""wTMP"":[1540],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:50:16.033274+08
"{""TMP"":[1060],""HR"":[7290],""PRS"":[102400],""FX"":[6],""DO"":[13581],""wTMP"":[1520],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:49:12.868249+08
"{""TMP"":[1080],""HR"":[7269],""PRS"":[102400],""FX"":[6],""DO"":[13584],""wTMP"":[1530],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:37:55.832396+08
"{""TMP"":[1080],""HR"":[7280],""PRS"":[102300],""FX"":[6],""DO"":[13586],""wTMP"":[1530],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:36:52.653989+08
"{""TMP"":[1120],""HR"":[7250],""PRS"":[102300],""FX"":[6],""DO"":[13585],""wTMP"":[1510],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:24:22.611748+08
"{""TMP"":[1130],""HR"":[7219],""PRS"":[102300],""FX"":[6],""DO"":[13637],""wTMP"":[1500],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:23:19.466972+08
"{""TMP"":[1120],""HR"":[7210],""PRS"":[102300],""FX"":[6],""DO"":[13589],""wTMP"":[1490],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:08:14.078517+08
"{""TMP"":[1130],""HR"":[7180],""PRS"":[102300],""FX"":[6],""DO"":[13642],""wTMP"":[1490],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 10:07:10.874096+08
"{""TMP"":[1130],""HR"":[7160],""PRS"":[102300],""FX"":[6],""DO"":[13642],""wTMP"":[1500],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 09:51:43.851094+08
"{""TMP"":[1130],""HR"":[7160],""PRS"":[102300],""FX"":[6],""DO"":[13586],""wTMP"":[1500],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 09:50:40.745004+08
"{""TMP"":[1130],""HR"":[7150],""PRS"":[102400],""FX"":[6],""DO"":[13639],""wTMP"":[1490],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 09:49:37.548109+08
"{""TMP"":[1120],""HR"":[7090],""PRS"":[102400],""FX"":[6],""DO"":[13647],""wTMP"":[1500],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 09:31:50.059569+08
"{""TMP"":[1110],""HR"":[7080],""PRS"":[102400],""FX"":[6],""DO"":[13589],""wTMP"":[1490],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 09:30:46.952528+08
"{""TMP"":[1110],""HR"":[7050],""PRS"":[102400],""FX"":[6],""DO"":[13588],""wTMP"":[1490],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",7/11/2023 09:29:45.745172+08
"{""TMP"":[989],""HR"":[7200],""PRS"":[101500],""FS"":[93],""FX"":[4],""DO"":[11768],""wTMP"":[1590],""wPH"":[819],""WL"":[0],""wEC"":[17121],""WD"":[3752],""JD"":[12201]}",6/11/2023 15:43:34.32512+08
"{""TMP"":[910],""HR"":[7580],""PRS"":[101400],""FS"":[84],""FX"":[0],""DO"":[11984],""wTMP"":[1590],""wPH"":[820],""WL"":[0],""wEC"":[18068],""WD"":[3752],""JD"":[12201]}",6/11/2023 15:29:47.314729+08
"{""TMP"":[1010],""HR"":[7280],""PRS"":[101400],""FS"":[129],""FX"":[4],""DO"":[12729],""wTMP"":[1600],""WL"":[0],""wEC"":[19106],""WD"":[3752],""JD"":[12201]}",6/11/2023 15:19:42.840681+08
"{""TMP"":[1000],""HR"":[7190],""PRS"":[101300],""FS"":[94],""FX"":[2],""DO"":[12789],""wTMP"":[1600],""wPH"":[820],""WL"":[0],""wEC"":[19043],""WD"":[3752],""JD"":[12201]}",6/11/2023 15:09:36.070325+08
"{""TMP"":[1000],""HR"":[7610],""PRS"":[101400],""FS"":[75],""FX"":[0],""DO"":[12814],""wTMP"":[1600],""wPH"":[820],""WL"":[0],""wEC"":[19136],""WD"":[3752],""JD"":[12201]}",6/11/2023 14:59:31.219484+08
"{""TMP"":[980],""HR"":[7880],""PRS"":[101300],""FS"":[76],""FX"":[5],""DO"":[12846],""wTMP"":[1610],""WL"":[0],""wEC"":[19078],""WD"":[3752],""JD"":[12201]}",6/11/2023 14:49:26.404732+08
"{""TMP"":[939],""HR"":[7810],""PRS"":[101300],""FS"":[79],""FX"":[3],""DO"":[12677],""wTMP"":[1600],""wPH"":[820],""WL"":[0],""wEC"":[19135],""WD"":[3752],""JD"":[12201]}",6/11/2023 14:39:19.756293+08
"{""TMP"":[1020],""HR"":[7750],""PRS"":[101300],""FS"":[94],""FX"":[6],""DO"":[12683],""wTMP"":[1610],""wPH"":[820],""WL"":[0],""wEC"":[19092],""WD"":[3752],""JD"":[12201]}",6/11/2023 14:29:15.138927+08
"{""TMP"":[1030],""HR"":[7140],""PRS"":[101200],""FS"":[76],""FX"":[7],""DO"":[12982],""wTMP"":[1630],""wPH"":[821],""WL"":[0],""wEC"":[19080],""WD"":[3752],""JD"":[12201]}",6/11/2023 14:19:10.562314+08
"{""TMP"":[1050],""HR"":[7010],""PRS"":[101200],""FS"":[127],""FX"":[0],""DO"":[12909],""wTMP"":[1620],""WL"":[0],""wEC"":[19127],""WD"":[3752],""JD"":[12201]}",6/11/2023 14:09:05.890271+08
"{""TMP"":[1010],""HR"":[7060],""PRS"":[101300],""FS"":[99],""FX"":[3],""DO"":[13439],""wTMP"":[1600],""wPH"":[821],""WL"":[0],""wEC"":[19192],""WD"":[3752],""JD"":[12201]}",6/11/2023 13:58:59.255809+08
