data,create_time
"{""TMP"":[2220],""HR"":[5130],""PRS"":[101800],""FX"":[6],""DO"":[13608],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:07:46.212605+08
"{""TMP"":[2390],""HR"":[4690],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12478],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19070],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:07:08.981165+08
"{""TMP"":[2240],""HR"":[5170],""PRS"":[101800],""FX"":[6],""DO"":[13662],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:06:45.084315+08
"{""TMP"":[2370],""HR"":[4880],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12372],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19087],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:06:09.223668+08
"{""TMP"":[2250],""HR"":[5140],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:05:41.216265+08
"{""TMP"":[2340],""HR"":[4920],""PRS"":[102000],""FS"":[0],""FX"":[5],""DO"":[12403],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19074],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:05:07.44541+08
"{""TMP"":[2270],""HR"":[5080],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:04:37.067127+08
"{""TMP"":[2330],""HR"":[4880],""PRS"":[102000],""FS"":[0],""FX"":[3],""DO"":[12345],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19079],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:04:02.892655+08
"{""TMP"":[2280],""HR"":[5010],""PRS"":[101700],""FX"":[6],""DO"":[13659],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:03:37.029061+08
"{""TMP"":[2310],""HR"":[5030],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12186],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19066],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:03:02.333271+08
"{""TMP"":[2300],""HR"":[5130],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:02:32.50167+08
"{""TMP"":[2340],""HR"":[4970],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12310],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19110],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:02:00.810138+08
"{""TMP"":[2300],""HR"":[5090],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:01:31.231703+08
"{""TMP"":[2380],""HR"":[4810],""PRS"":[102000],""FS"":[0],""FX"":[5],""DO"":[12347],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19077],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:00:58.93172+08
"{""TMP"":[2300],""HR"":[4960],""PRS"":[101800],""FX"":[6],""DO"":[13608],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:00:26.405783+08
"{""TMP"":[2410],""HR"":[4750],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12402],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19062],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:00:08.411883+08
"{""TMP"":[2300],""HR"":[4980],""PRS"":[101800],""FX"":[6],""DO"":[13553],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:59:22.383457+08
"{""TMP"":[2430],""HR"":[4630],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12333],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19074],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:58:55.816223+08
"{""TMP"":[2300],""HR"":[5030],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:58:19.270282+08
"{""TMP"":[2410],""HR"":[4810],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12273],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19088],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:57:53.151085+08
"{""TMP"":[2350],""HR"":[4950],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:57:17.490309+08
"{""TMP"":[2380],""HR"":[4700],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12471],""wTMP"":[1860],""wPH"":[820],""WL"":[0],""wEC"":[19106],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:56:53.354473+08
"{""TMP"":[2320],""HR"":[4950],""PRS"":[101800],""FX"":[6],""DO"":[13547],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:56:14.056509+08
"{""TMP"":[2390],""HR"":[4630],""PRS"":[101900],""FS"":[0],""FX"":[0],""DO"":[12338],""wTMP"":[1890],""wPH"":[820],""WL"":[0],""wEC"":[19065],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:55:49.387214+08
"{""TMP"":[2320],""HR"":[5010],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1910],""wPH"":[400],""WL"":[1167],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:55:10.78637+08
"{""TMP"":[2460],""HR"":[4640],""PRS"":[102000],""FS"":[0],""FX"":[0],""DO"":[12445],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19101],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:54:49.267301+08
"{""TMP"":[2290],""HR"":[5050],""PRS"":[101800],""FX"":[6],""DO"":[13661],""wTMP"":[1880],""wPH"":[400],""WL"":[830],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:54:08.202389+08
"{""TMP"":[2460],""HR"":[4540],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12458],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19081],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:53:44.660561+08
"{""TMP"":[2300],""HR"":[4960],""PRS"":[101800],""FX"":[6],""DO"":[13553],""wTMP"":[1880],""wPH"":[400],""WL"":[124],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:53:06.92329+08
"{""TMP"":[2470],""HR"":[4580],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12404],""wTMP"":[1890],""wPH"":[821],""WL"":[0],""wEC"":[19069],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:52:44.440211+08
"{""TMP"":[2330],""HR"":[4910],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1890],""wPH"":[400],""WL"":[86],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:52:00.207439+08
"{""TMP"":[2440],""HR"":[4680],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12317],""wTMP"":[1870],""wPH"":[821],""WL"":[0],""wEC"":[19113],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:51:41.74812+08
"{""TMP"":[2320],""HR"":[4900],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1880],""wPH"":[400],""WL"":[17],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:50:59.688871+08
"{""TMP"":[2450],""HR"":[4490],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12429],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19048],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:50:38.133292+08
"{""TMP"":[2330],""HR"":[4910],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:49:56.224409+08
"{""TMP"":[2480],""HR"":[4530],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12428],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19107],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:49:38.037116+08
"{""TMP"":[2360],""HR"":[4780],""PRS"":[101700],""FX"":[6],""DO"":[13659],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:49:20.037363+08
"{""TMP"":[2490],""HR"":[4520],""PRS"":[101900],""FS"":[0],""FX"":[5],""DO"":[12377],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19084],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:48:34.535353+08
"{""TMP"":[2410],""HR"":[4750],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:47:52.437368+08
"{""TMP"":[2460],""HR"":[4480],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12601],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19096],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:47:32.591699+08
"{""TMP"":[2370],""HR"":[4890],""PRS"":[101800],""FX"":[6],""DO"":[13608],""wTMP"":[1870],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:46:46.216634+08
"{""TMP"":[2510],""HR"":[4480],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12520],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19100],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:46:30.640839+08
"{""TMP"":[2370],""HR"":[4730],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:45:41.930316+08
"{""TMP"":[2540],""HR"":[4280],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12440],""wTMP"":[1880],""wPH"":[821],""WL"":[0],""wEC"":[19098],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:45:29.88212+08
"{""TMP"":[2390],""HR"":[4690],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:44:41.084316+08
"{""TMP"":[2520],""HR"":[4430],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12426],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19109],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:44:20.313257+08
"{""TMP"":[2380],""HR"":[4680],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:43:35.623582+08
"{""TMP"":[2500],""HR"":[4490],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12452],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19091],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:43:19.900795+08
"{""TMP"":[2410],""HR"":[4730],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:42:36.125141+08
"{""TMP"":[2500],""HR"":[4530],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12471],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19095],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:42:16.394598+08
"{""TMP"":[2370],""HR"":[4910],""PRS"":[101800],""FX"":[6],""DO"":[13608],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:41:35.031142+08
"{""TMP"":[2480],""HR"":[4630],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12443],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19101],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:41:15.399242+08
"{""TMP"":[2310],""HR"":[4860],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:40:29.747185+08
"{""TMP"":[2440],""HR"":[4740],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12429],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19055],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:40:13.403113+08
"{""TMP"":[2340],""HR"":[4840],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:39:26.772218+08
"{""TMP"":[2380],""HR"":[4830],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12193],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19107],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:39:11.084448+08
"{""TMP"":[2360],""HR"":[4830],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:38:23.691205+08
"{""TMP"":[2350],""HR"":[4870],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12485],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19128],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:38:08.579278+08
"{""TMP"":[2370],""HR"":[4710],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:37:20.867218+08
"{""TMP"":[2320],""HR"":[4920],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12467],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19077],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:37:05.856198+08
"{""TMP"":[2430],""HR"":[4510],""PRS"":[101800],""FX"":[6],""DO"":[13602],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:36:17.524295+08
"{""TMP"":[2360],""HR"":[4700],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12404],""wTMP"":[1880],""wPH"":[821],""WL"":[0],""wEC"":[19082],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:36:02.834148+08
"{""TMP"":[2470],""HR"":[4390],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:35:14.825445+08
"{""TMP"":[2470],""HR"":[4310],""PRS"":[102000],""FS"":[0],""FX"":[0],""DO"":[12495],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19118],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:35:01.562498+08
"{""TMP"":[2450],""HR"":[4560],""PRS"":[101700],""FX"":[6],""DO"":[13658],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:34:11.714159+08
"{""TMP"":[2580],""HR"":[4280],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12470],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19104],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:34:00.86983+08
"{""TMP"":[2550],""HR"":[4520],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12460],""wTMP"":[1870],""wPH"":[821],""WL"":[0],""wEC"":[19133],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:33:00.948518+08
"{""TMP"":[2480],""HR"":[4570],""PRS"":[101700],""FX"":[6],""DO"":[13659],""wTMP"":[1930],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:32:40.970283+08
"{""TMP"":[2460],""HR"":[4640],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12433],""wTMP"":[1880],""wPH"":[821],""WL"":[0],""wEC"":[19091],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:31:53.331124+08
"{""TMP"":[2410],""HR"":[4710],""PRS"":[101700],""FX"":[6],""DO"":[13602],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:31:35.975419+08
"{""TMP"":[2340],""HR"":[5050],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1920],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:30:35.698647+08
"{""TMP"":[2410],""HR"":[4860],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12446],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19111],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:29:52.289544+08
"{""TMP"":[2300],""HR"":[4990],""PRS"":[101700],""FX"":[6],""DO"":[13552],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:29:30.030866+08
"{""TMP"":[2440],""HR"":[4770],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12460],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19084],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:28:47.328537+08
"{""TMP"":[2300],""HR"":[4830],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:28:26.769032+08
"{""TMP"":[2440],""HR"":[4690],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12530],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19089],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:27:45.192489+08
"{""TMP"":[2360],""HR"":[4640],""PRS"":[101700],""FX"":[6],""DO"":[13657],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:27:23.810173+08
"{""TMP"":[2460],""HR"":[4510],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12451],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19070],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:26:43.413071+08
"{""TMP"":[2370],""HR"":[4720],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1920],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:26:20.896594+08
"{""TMP"":[2480],""HR"":[4580],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12427],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19105],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:25:41.558132+08
"{""TMP"":[2340],""HR"":[4770],""PRS"":[101700],""FX"":[6],""DO"":[13604],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:25:17.990768+08
"{""TMP"":[2530],""HR"":[4460],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12445],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19087],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:24:39.741721+08
"{""TMP"":[2360],""HR"":[4830],""PRS"":[101700],""FX"":[6],""DO"":[13603],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:24:15.086705+08
"{""TMP"":[2550],""HR"":[4520],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12347],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19107],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:23:37.94779+08
"{""TMP"":[2390],""HR"":[4790],""PRS"":[101700],""FX"":[6],""DO"":[13605],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:23:12.15618+08
"{""TMP"":[2480],""HR"":[4550],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12497],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19123],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:22:44.229062+08
"{""TMP"":[2440],""HR"":[4590],""PRS"":[101700],""FX"":[6],""DO"":[13604],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:22:09.277518+08
"{""TMP"":[2380],""HR"":[4750],""PRS"":[101700],""FX"":[6],""DO"":[13657],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:21:06.331614+08
"{""TMP"":[2570],""HR"":[4410],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12388],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19098],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:20:32.530393+08
"{""TMP"":[2370],""HR"":[4830],""PRS"":[101700],""FX"":[6],""DO"":[13657],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:20:03.432566+08
"{""TMP"":[2580],""HR"":[4430],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12223],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19103],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:19:30.68816+08
"{""TMP"":[2350],""HR"":[4820],""PRS"":[101700],""FX"":[6],""DO"":[13604],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:19:00.494422+08
"{""TMP"":[2480],""HR"":[4610],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12435],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19100],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:18:28.864141+08
"{""TMP"":[2300],""HR"":[4900],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1870],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:17:57.201714+08
"{""TMP"":[2390],""HR"":[4970],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12430],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19115],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:17:27.03117+08
"{""TMP"":[2280],""HR"":[5040],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:16:53.525913+08
"{""TMP"":[2300],""HR"":[5080],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12539],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19089],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:16:25.186444+08
"{""TMP"":[2270],""HR"":[4880],""PRS"":[101800],""FX"":[6],""DO"":[13657],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:15:50.607393+08
"{""TMP"":[2310],""HR"":[5030],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12401],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19097],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:15:23.373286+08
"{""TMP"":[2300],""HR"":[4860],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:14:47.677676+08
"{""TMP"":[2270],""HR"":[5320],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12522],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19127],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:14:21.569036+08
"{""TMP"":[2300],""HR"":[5010],""PRS"":[101700],""FX"":[6],""DO"":[13605],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:13:44.745748+08
"{""TMP"":[2130],""HR"":[5380],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12471],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19135],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:13:19.7501+08
"{""TMP"":[2280],""HR"":[4960],""PRS"":[101700],""FX"":[6],""DO"":[13660],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:12:41.814109+08
"{""TMP"":[2130],""HR"":[5570],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12429],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19104],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:12:17.932057+08
"{""TMP"":[2290],""HR"":[5010],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1920],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:11:38.904448+08
"{""TMP"":[2130],""HR"":[5410],""PRS"":[101900],""FS"":[0],""FX"":[0],""DO"":[12363],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19110],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:11:16.09659+08
"{""TMP"":[2320],""HR"":[5140],""PRS"":[101800],""FX"":[6],""DO"":[13551],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:10:36.002606+08
"{""TMP"":[2150],""HR"":[5550],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12329],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19109],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:10:14.226187+08
